,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
0,大象的眼泪,https://book.douban.com/subject/2265995/,7.1,16215,美,莎拉·格鲁恩,上海人民出版社,Water for Elephants,谢佳真,2008-1,352,25.00,平装,莎拉·格鲁恩作品,9787208072244,虽然雅各绝口不谈往事，但一个说不出口的秘密仍旧蛰伏在他九十多岁的心灵深处。 雅各衣食无忧的单纯生活在23岁时戛然而止：父母双亡，身无分文，被迫从兽医名校肆业出逃。因缘际会，他成为“班齐尼兄弟天下第一大马戏团”的兽医，沿着铁路线巡回表演，亲历了1930年代美国大萧条时期最光怪陆离之所。马戏团，一个对生与死都以其独特方式呈现的世界。在这里，畸型人与小丑轮流献艺，喜怒哀乐同时上演。 对雅各而言，马戏团是他的救赎，但却也是人间的炼狱，是他梦想的驻扎之地，也是流离失所的开始……他爱上了马戏团明星玛莲娜——美丽又楚楚可怜的玛莲娜已经错嫁给了外表英俊、内心残暴的马戏总监奥古斯特。一头名叫萝西的大象，是马戏团主倾家荡产押下的法宝，却居然连最简单的命令也无法听懂。低鸣、哀哭、长嚎，萝西每日在奥古斯特残暴的象钩下受尽折磨。雅各、玛莲娜，萝西，两人一象在舞动、飞跃、空翻、转体的一个个光辉耀眼的瞬间里，为了斗争、蚕食、生存，相互依赖与信任，一起寻找一条既浪漫又骇人的出路。而这也成为雅各保守了七十年的秘密。 关于甜美背后的残酷、多舛的命运和复杂的人性以及忠心耿耿的爱。《大象的眼泪》以大萧条时期的马戏团为背景，时空跨越七十年，让我们感受到萧条时期最炫目的华丽，困顿景况里最动人的温暖。,莎拉·格鲁恩（Sara Gruen），对动物有着莫名的狂热，先前出版过两本与马有关的书，都广受欢迎。书中很多的角色都是根据真实人物为蓝本，故事背景则是根据1930年代的巡回马戏团。她现与丈夫、三名子女、四只猫、两头羊、两条狗、一匹马同住在芝加哥北部的环保小区。
1,挪威的森林,https://book.douban.com/subject/1330096/,8.2,6004,日,村上春树,漓江出版社, ,林少华,1989-7,337,3.95,平装,村上春树精品集,9787540704605,以百分之百的纯情、坦率倾倒无数少男少女和城乡读者的这部青春小说佳作，去年雄踞日本畅销书榜首，自1987年9月问世到1988年底，已印行30余次，印数高达320万册。我国已有10多家报刊作了报道。 小说写大学生渡边同两个女孩子的爱情纠葛。他的第一个女友直子，原是他高中要好同学的恋人，这个同学后来自杀了。渡边无意中遇到直子，两人开始交往，在直子20岁生日晚上发生了性关系。但第二天直子却不知去向，几个月后才得知她住进一家遥远的精神疗养院。渡边前去探望，并表示要永远等待直子康复归来，不料他返校不久即禁不住性格与直子截然相反的活泼好动的同学小林的大胆进攻，一方面惑于小林的迷人的魅力和活力，一方面又念念不忘直子的缠绵的病情与柔情。当直子自杀的凶讯传来，渡边万念俱灰，失魂落魄地独自外出徒步旅行…… 小说跃动着一股强烈的冲动波，激起读者心灵的震颤和共鸣。去年作家村上春树因此而更加名噪文坛，成为日本青年崇拜的青春偶像。本书中译者为不久前从日本访学归来的暨南大学外语系年轻的副教授。,村上春树（1949- ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。
2,窥视印度,https://book.douban.com/subject/1032645/,8.6,8282,日,妹尾河童,生活·读书·新知三联书店, ,姜淑玲,2004-10,281,18.00,平装,妹尾河童作品系列,9787108021427,印度，这个古老的国度，充斥着太多的神秘，也与我们华夏民族有着千丝万屡的联系——有着几千年的政治、经济、文化、宗教等方面的交往。与我们一样，印度有屈辱的近代，在风风雨雨中走到了今天。而她的民族风情、宗教文化、经济政治等等到底是一个什么样子呢？ 日本著名舞台设计家妹尾河童情趣盎然的印度游记。在游走印度的途中，他以别样的好奇、韧性和深究底里的脾性边走边看边绘，展现一个另类日本人眼中的印度建筑、宗教、历史和文化。其独特细致的文字和绘画让你身临其境。,妹尾河童 日本当代具代表性的舞台设计家，1930年生于神户，1954年因舞台设计而崭露头角，此后活跃于戏剧、歌剧、芭蕾舞、音乐剧、电视等表演艺术领域，曾获“纪伊国屋演剧”、“山多利音乐”、“艺术祭优秀”、“兵库县文化”等众多奖项。
3,九州·缥缈录,https://book.douban.com/subject/1321017/,8.8,31360, ,江南,新世界出版社, , ,2005-6,249,20.00,平装,九州书系,9787801876942,当这个世界都要崩溃；当星辰和阳光也熄灭，当马蹄踏过弱者的尸骨，当黑暗的血色吞噬人心，不死的鹰再次降落在草原，英雄还在哭泣，在铁铸的摇篮中成长……《九州·缥缈录》的故事就发生在这里，游牧部落内部的权力争夺激烈，青阳与东陆王朝间恩怨重重。这是乱世的英雄史诗，当古老的王朝日渐衰微，掌管着星辰命运的神秘宗教走入了政治斗争的漩涡，年轻的王朝继承者崭露出耀眼的锋芒。,江南，男，安徽合肥人。目前的身份是作者，以及媒体经理。代表作品有《此间的少年》、《一千零一夜之死神》、《九州·缥缈录》系列、《光明皇帝》系列等。
4,长安乱,https://book.douban.com/subject/1822793/,7.6,11239, ,韩寒,二十一世纪出版社, , ,2007-8,241,21.00,精装,韩寒文集（2006版）,9787539132242,一直忙于赛车的韩寒，利用赛车间隙，用了近一年的时间完成了他的12万字的首部武侠小说《长安乱》。韩寒在书中用第一人称讲述了一个僧人的传奇经历。 武林纷乱，朝廷为了掩盖真相，坐视不理，一时间豪强并起，争夺武林盟主的宝座，首当其冲的就是武林两大门派——少林和武当。 少林派中有一个五岁进入少林的少年，这个少年身怀异禀，天赋不同，玩世不恭。在纷纷扰扰的江湖恩怨中，他从小到大目睹了太多的门派仇杀。他十八岁下山闯荡江湖，一个神秘的老头改变了他的生活。他得到了老头赠送的当世奇兵，并用它夺取了武林盟主的称号。可是他却最终选择了归隐山林。到底是什么在左右一个少年的命运呢？到底是什么是这个少年——释然、最为珍视的东西呢？,
5,把时间当作朋友,https://book.douban.com/subject/3609132/,8.3,38492, ,李笑来,电子工业出版社, , ,2009-6,248,32.00,平装, ,9787121087097,这本书从心智成长的角度来谈时间管理，指出时间管理是成功的关键所在。作者引述自己从事的职业中所遇到的事例，告诉我们：如何打开心智，如何运用心智来和时间做朋友，如何理解时间管理的意义，在时间管理上取得突破，进而用心智开启自己的人生成功之旅。,李笑来，原新东方老师，现笑来教育信息咨询有限公司合伙人。 他，经历丰富，与众不同。东北人，本科学财会，毕业干销售，惯于洞察他人心理，阴差阳错成了留学考试名师，授业解惑，乐此不疲。 他写书，且畅销。著有畅销书《TOEFL核心词汇21天突破》、《TOEFL高分作文》——常年位于同类图书销售排行榜首。授课风格以朴实、有效见长，注重培养学生的独立思考能力。 在观察学生的成长过程中，他也在探寻自己的心智成长，写作之路由此延伸。他的个人独立博客中，“把时间当作朋友”、“想明白”和“我要问笑来”等系列文章深受读者欢迎。
6,一千零一夜,https://book.douban.com/subject/1035848/,8.7,57969, , ,人民文学出版社,The Arabian Nights: Tales of 1001 Nights,纳训,2003-01,560,22.00,平装,名著名译插图本,9787020040346,"《一千零一夜》被高尔基誉为""世界民间文学史上最壮丽的一座纪念碑""。本书故事精彩、妙趣横生、想象丰富、扣人心弦，充满神秘奇幻的色彩，蕴藏瑰丽丰富的风貌，既是儿童幻想的眼睛，又是老年人心灵的慰藉，老少咸宜，令人百读不厌，回味无穷。",
7,长恨歌,https://book.douban.com/subject/1082349/,8.2,53800, ,王安忆,南海出版公司, , ,2003-8,350,22.00,平装,王安忆作品集,9787544225502,一个女人四十年的情与爱，被一枝细腻而绚烂的笔写得哀婉动人，其中交织着上海这所大都市从四十年代到九十年代沧海桑田的变迁。生活在上海弄堂里的女人沉垒了无数理想、幻灭、躁动和怨望，她们对情与爱的追求，她们的成败，在我们眼前依次展开。王安忆看似平淡却幽默冷峻的笔调，在对细小琐碎的生活细节的津津乐道中，展现时代变迁中的人和城市，被誉为“现代上海史诗”。 本书荣获第一届世界华文文学奖，并于2000年获得我国文坛上最具荣誉的大奖——茅盾文学奖。,王安忆--1954年出生于南京，1955年随母到沪。1970年赴安徽插队落户，1972年考入徐州地区文工团，1978年调回上海，任《儿童时代》小说编辑，1987年进上海作家协会专业创作至今。自1976年发表第一篇散文，至今出版发表有小说《雨，沙沙沙》、《本次列车终点站》、《流逝》、《小鲍庄》、《叔叔的故事》、《69届初中生》、《长恨歌》等短、中、长篇，约有400万字，以及若干散文、文学理论。其中一度获全国短篇小说奖，二度获全国中篇小说奖。翻译为外国语的有英、法、荷、德、日、捷、韩等文字。
8,现代汉语词典（修订本）,https://book.douban.com/subject/1036684/,9.3,6715, ,中国社会科学院语言研究所词典编辑室 编,商务印书馆, , ,1996-7,1722,55.00,精装, ,9787100017770,这是一部以记录普通话语汇为主的中型词典，供中等以上文化程度的读者使用。词典中所收条目，包括字、词、词组、熟语、成语等，共约五万六千余条。 此外，还收了一些用于地名、人名、姓氏等方面的字和少数现代不很常用的字。这些条目大都在注释中分别交代了，或者附加标记，以便识别。,
9,东方快车谋杀案,https://book.douban.com/subject/1827374/,9.1,135253,英,阿加莎·克里斯蒂,人民文学出版社,Murder on the Orient Express,陈尧光,2006-5,254,18.00,平装,阿加莎·克里斯蒂侦探推理系列,9787020056309,午夜过后，一场大雪迫使东方快车停了下来。这辆豪华列车整年都处于满员状态。但那天早上却发现少了一名乘客。一个美国人死在了他的包厢里，他被刺了十二刀，可他包厢的门却是反锁着的。 随着紧张气氛逐渐增强，侦探赫尔克里·波洛想出了两个侦破此案的方法……,阿加莎·克里斯蒂被誉为举世公认的侦探推理小说女王。她的著作英文版销售量逾10亿册，而且还被译成百余种文字，销售量亦逾10亿册。她一生创作了80部侦探小说和短篇故事集，19部剧本，以及6部以玛丽·维斯特麦考特的笔名出版的小说。著作数量之丰仅次于莎士比亚。 阿加莎·克里斯蒂的第一部小说《斯泰尔斯庄园奇案》写于第一次世界大战末，战时她担任志愿救护队员。在这部小说中她塑造了一个可爱的小个子比利时侦探赫尔克里·波格，成为继福尔摩斯之后侦探小说中最受读者欢迎的侦探形象。1926年，阿加莎·克里斯蒂写出了自己的成名作《罗杰疑案》（又译作《罗杰·艾克罗伊德谋杀案》）。1952年她最著名的剧本《捕鼠器》被搬上舞台，此后连续上演，时间之长久，创下了世界戏剧史上空前的纪录。 1971年，阿加莎·克里斯蒂得英国女王册封的女爵士封号。1975年，英格丽·褒曼凭借根据阿加莎同名小说《东方快车谋杀案》改编的影片获得了第三座奥斯卡奖杯。阿加莎数以亿计的仰慕者中不乏显赫的人物，其中包括女王伊丽莎白二世和法国总统戴高乐。 1976年，她以85岁高龄永别了热爱她的人们。
