,书名,豆瓣链接,评分,评分人数,作者国籍,作者,出版社,原作名,译者,出版日期,页数,价格,装帧,丛书,ISBN,内容简介,作者简介
0,写在人生边上 人生边上的边上 石语,https://book.douban.com/subject/1073349/,8.8,8732, ,钱锺书,生活·读书·新知三联书店, , ,2002-10,486,27.00,平装,钱锺书集,9787108017260,钱锺书先生是我国当代具有国际影响的著名学者、作家，其著作博大精深，融贯古今中外，被视为人类文化中具有经典性的巨著。本集由钱锺书先生和杨绛先生提供文稿和样书，比较全面地呈现了钱锺书先生的学术思想和文学成就。,钱钟书（1910-1998），字默存，号槐聚。中国现代著名的学者和作家。1932年在清华大学结识后来的夫人杨绛，次年毕业，赴上海光华大学执教。1935年与杨绛完婚，然后同赴英国留学。两年后以《十七十八世纪英国文学中的中国》一文获副博士学位，后随妻子杨绛赴法国巴黎大学从事研究。1938年，他被清华大学破例聘为教授，次年转赴国立蓝田师范学院任英文系主任，并开始了《谈艺录》的写作。1941年，珍珠港事件爆发，困于上海，在震旦女子文理学校任教，其间完成了《谈艺录》、《写在人生边上》的写作 。抗战结束后，任上海暨南大学外文系教授兼南京中央图书馆英文馆刊《书林季刊》编辑。在其后的三年中，作品集《人·兽·鬼》、小说《围城》、诗论《谈艺录》相继出版，在学术界引起巨大反响。1949年回到清华任教；1953年调到中国科学院文学研究所，其间完成《宋诗选注》，并参加了《唐诗选》、《中国文学史》（唐宋部分）的编写工作。1966年文化大革命爆发，受冲击，当年11月与妻子一道被派往河南“五七干校”。1972年3月回京，8月《管锥编》定稿。1979年，《管锥编》、《旧文四篇》出版。1982年起担任中国社科院副院长、院特邀顾问；1984年《谈艺录》补订本出版；次年《七缀集》出版。1998年12月19日，钱钟书在北京逝世，享年88岁。
1,女心理师（下）,https://book.douban.com/subject/2081509/,7.4,7599, ,毕淑敏,重庆出版社, , ,2007-4,309,28.00,平装, ,9787536686793,一位衣冠楚楚的匿名男士，“您到底跟我爱人说了什么，她回去就自杀了？” 一个骨瘦如柴的男人伸出手来，“我是个艾滋病人，肯跟我握手吗？” 一个貌似天真可爱的男孩，“我天天给爸爸的秘书下毒，我要让她死！” 一位不久人世的老革命，“我有一百零一个洋娃娃，我要同它们一起火化”。 一个年轻貌美的女孩，“我是T，她是P，我们身体的每一个部分都能达到高潮。” …… 乡下女孩绛香进入了城市，做了养老院的护工，因为工作出色，一家有贵族背景的病人将她带回家中，工作之余她受到了多方面培养调教。老人死后，绛香还做过售卖化妆品的直销员、楼市小姐等等工作，有一天她步入了一家心理机构，想要探索自己半身永远冰冷的秘密，高昂的收费和似是而非的解释，让她知难而返，决定自己学当心理医生，改名贺顿。她的天资和好学，让她成为首批有执照的心理师。 她进入广播电台成为心理访谈节目的嘉宾主持，和男主播成为恋人。几位同学成立心理诊所，推举贺顿做了法人。她租住的房主之子向她求婚，因为房东的住所极适宜开设心理诊所，贺顿答应了婚事，但仍和自己的情人来往不断。心理诊所遇到了形形色色的人，比如老板的秘书带着8岁小童来求助，表面天真无邪的小童，其实是要粉碎父亲和秘书小姐的爱情，以便自己的亲生父母复婚。比如鹏程万里的公务员马上就要升任高官，但他一看到会场上的红色旗帜，就会出现语无伦次的“赤面恐怖”，不知根节何在？比如哀痛无比就要参加丈夫追悼会的寡妇，刚刚知晓丈夫是在赴情妇之约时出了车祸，她打算砸了灵堂，公布事实真相……一个骨瘦如柴的男人伸出手来，说，我是一个艾滋病人，你肯跟我握手吗？ 无数故事让贺顿历经沧桑。贺顿被自己丈夫发现和以前的恋人私通，遂陷入深刻的心理崩溃边缘。 在恋人的帮助下，贺顿找到心理权威专家进行疏导。在诸种方法屡试屡败之后，权威专家应用非法残忍的手段，帮助贺顿解开了自己半身永远冰冷的症结，追忆起深藏秘密的往事。 贺顿关闭了心理诊所，重新开始心理学更深层面的学习。她在课堂上遇到了昔日的心理权威，对他说，你的疗法是完全错误的，我要控告你…… 女心理师贺顿每天都会听到这些真实的故事和遇见形形色色的案主。无数案主的精神疾患，加之本人面临的情感危机，使贺顿接近心理崩溃边缘，她说她已经三千岁了。在恋人的帮助下，贺顿找到心理权威进行“督导”。在诸种方法屡试屡败之后，权威应用非法的残忍手段，帮助贺顿解开了她半身一直冰冷的症结，唤起深藏已久的秘密往事。 贺顿关闭了心理诊所，重新开始心理学更深层面的学习。她在课堂上遇到了昔日的权威，对他说：你的疗法是完全错误的，我要控告你…… 本作品以女心理师贺顿的成长经历为主线，在她和丈夫、情人与心理权威之间错综复杂的情感关系中，穿插了若干来访者的精彩故事，深入探索了当代人的心理困惑及救赎突围之路。,毕淑敏，女，1952年出生于新疆，中学就读于北京外国语学院附属学校。1969年入伍，在喜马拉雅山、冈底斯山、喀喇昆仑山交汇的西藏阿里高原部队当兵11年。1980年转业回北京。 从事医学工作20年后，开始专业写作，共发表作品200万字。曾获庄重文文学、小说月报第四、五、六届百花奖、当代文学奖、陈伯吹文学大奖、北京文学奖、昆仑文学奖、解放军文艺奖、青年文学奖、台湾第16届中国时报文学奖、台湾第17届联合报文学奖等各种文学奖30余次。国家一级作家。内科主治医师。北师大文学硕士。
2,狼的诱惑,https://book.douban.com/subject/1033790/,6.9,8852,韩国,可爱淘,世界知识出版社, ,黄黉,2004-10,289,20.0,平装, ,9787501224029,君野和英奇这两个男生的公敌，女生最终幻想的双子座美男范本，让彩麻的生活变成一团乱麻：昔日好友的嫉妒射线深深灼伤了君野与她，英奇为了掩饰对她的迷恋黯然离开。彩麻能否成为君野的公主，英奇的孤独能否得到解脱，终结版将为你揭开终极诱惑的魔盒。 又一本让你一会儿哭一会儿笑，网罗韩国千万网民眼球的书就要出场了。经过漫长的等待，当下最受追捧的水色精灵可爱淘的年度巨献第二波挟“帅小子”之余威，在书迷的穷追不舍和盗版的炮轰雷击中横空出世了。 继引爆校园眩晕热潮的《那小子真帅》之后，亚洲新生代小说天后可爱淘的新作《狼的诱惑》又超速席卷韩国，被300万青少年称为令人甘愿失眠的“炸弹”。此书发行当日，韩国各个踞点便狼烟四起、风卷残云，空气中随处漂流着引领时尚的“淘分子”，与《那小子真帅》共创对称时代。现在这股“淘天狼潮”又汹汹而来，准备让中国的可爱淘迷们再次集体发烧。 这本带着一股迷宫般奇秘色彩的全新小说，续写了最最最让人尖叫的“智银圣”家族的另一个挚爱传奇。小说写的是来自乡村的平方女孩与两个“骨灰级”帅哥之间的故事。有点土鳖鳖的女主角彩麻和智银圣表哥一样有着非同一般的吸引力，让人嫉妒的她在拔刀不羁的贵公子君野与孤独忧伤的神秘美少年英奇之间摇摆不定。当她的天平不由自主地偏向英奇时，她却发现无限依恋她的英奇竟然是……笑容、泪水、悲伤、梦想，全新概念的新新三角关系，让你对亲情、友情、爱情取得颠覆性的理解。 鲜香麻辣的韩国校园生活加上古灵精怪的各路人马，一定会砸得粉丝们晕头转向。如果你看了《那小子真帅》还没有过足瘾，想“看可爱淘72变”，这本《狼的诱惑》就是你以光速冲刺的解药。 由这个传说级的爱情小说《狼的优惠》改编的电影已制作完成，这部集了亚洲顶尖幕后班底、姜东元等众多偶像鼎立加盟的影片被誉为“韩国最令人期待的电影”。可爱淘旋风即将刮起，让Fans加固屋顶，在风暴来临之际安安稳稳在家里欣赏吧。,可爱淘，原名：李允世，1985年出生于忠北制川市，身高：163厘米，家有一男一女，作者为家中长女。2003年毕业于忠北制川女子高中；现就读于韩国成均馆大学国文系。是属于脑中装满稀奇古怪想法的水瓶座，是拥有神秘魅力的AB血型的作者，打算20岁时正式成年。作品：《那小子真帅》、《狼的诱惑》、《哆来咪发唆》、《致我的男朋友》等。个人网站：www．guiyeoni．com中文网站：WWW．keaitao．com.未来志愿：成为贤妻良母；兴趣爱好：睡觉、唱歌、空想；缺点：懒惰、缺乏毅力、很容易改变主意，面对自己不喜欢做的事情往往会临阵脱逃；优点；托脾气很好的福．即使发火也能很快平静下来．所以不容易被拒绝；心目中的理想对象：有男子气概，不论是外表还是性格，非常聪明，是一个值得尊敬的人；最看重的东西：朋友写给我的信；将来想写的小说：每一句话都蕴含深厚哲理的小说；通过写小说获得的心得：认识了很多志同道合的朋友，有意义地度过每一天。 译者简介： 黄黉，湖北武汉人，中学毕业于武汉外国语学校，大学保送至北京外国语大学韩国语专业，本科期间获韩国政府奖学金，在韩国汉城的庆熙大学进修半年。由于本身属于一个毕业未久的热血青年，熟悉校园生活的点点滴滴，再加上从中学开始就疯狂喜欢日本漫画，所以翻译起这本幽默风趣的网络小说颇有心有戚戚焉的感觉。平常喜欢游荡闲逛，崇尚懒散的生活方式，梦想有一天能成为自由职业者。
3,二十首情诗与绝望的歌,https://book.douban.com/subject/1045352/,8.8,9673,智利,巴勃罗·聂鲁达,中国社会科学出版社, ,李宗荣,2003-1,128,20.00,平装(无盘),光明书架,9787500436966,本书收有“女人的身体”、“光笼罩你”、“我记得你往日的样子”、“陶醉在松林中”等诗歌。,聂鲁达（1904-1973）在拉美文学史上是继现代主义之后崛起的伟大诗人。他的诗歌以浓烈的感情、丰富的想象，表现了拉美人民争取独立、民主、自由的历程，具有高度的思想性和艺术力量。由于“他的诗作具有自然力般的作用，复苏了一个大陆的命运与梦想”，聂鲁达于1971年荣获诺贝尔文学奖。 聂鲁达一生近半世纪的文学创作之中，情诗一直是他最脍炙人口的主题，也使得聂鲁达的名字几乎成为情诗的代名词。 《二十首情诗与绝望的歌》，《船长之诗》以及《一百首爱的十四行诗》是他最直接处理爱情主题的三本诗集。而本书《二十首情诗与绝望的歌》又是聂鲁达最受欢迎且在拉丁美洲畅销达数万册被誉为20世纪“情诗圣经”的诗集。
4,A型人说明书 & B型人说明书,https://book.douban.com/subject/3597938/,7.4,2926,日,雅梅雅梅,南海出版公司, ,刘薇,2009-4,144,18.00,平装,最潮血型说明书系列,9787544233859,2008年，生活在日本东京的一位建筑设计人士（曾被大学理工科退学），极具天才的B型血人，在身边一群极富个性、才华洋溢的B型死党的帮助下，以Jamais Jamais这个连性别都保密的笔名完成了《B型人说明书》。 在这本书的背后，有着一个令人动容的故事。 要知道，在日本，对血型的迷信已到了不可思议的程度！人们谈恋爱要看对方血型，招聘要参考血型，就连幼儿园分班也是根据血型……凄惨的是，最受歧视的是B型！ 什么不靠谱啊，做事情吊儿郎当啊，没有集体协作感啊……什么坏词儿都通通堆到B型人头上。倒霉的日本B型人，尚未进入情场和职场，就已经被红牌罚下！ 谁说B型人这么恶劣？才、不、是！ 身为B型血人的Jamais Jamais，是一个极富个性的天才B型人；而他/她身边的朋友，也是各具个性、富有创造性。通过观察自己和他人，Jamais Jamais总结出：那些陈腐观念，通通都不是真正的B型特征！ 于是，他/她用一种别开生面的方式——说明书，来表述了自己心目中的B型人。没有干巴巴的理论分析，也没有引经据典。而是将B型人视为一种生物机器，详尽解析其个人基本操作、与他人的外部接触、兴趣、特长等各种设定，工作、学习、恋爱等程序设计，自我崩溃时的故障，日常记忆的内存，以及最后B型血性格的自我检测等，数百条说明选项，一目了然。,Jamais Jamais（雅梅雅梅），日本最具天才特质的畅销书作家，他/她的血型丛书创下再版12次狂销560万册的奇迹，且仍在畅销中。 作者于某一年的某个星期三，出生于东京。 大学时就读于理工科，中途退学后，进入美术大学造型专业重新学习。现在从事建筑设计工作。但他/她究竟是谁，现在还没人知道呢…… 不知道为什么，周围的人大多与众不同、极富个性。而且不同血型的人，也有着类似的个性，因此对血型产生了浓厚的兴趣。 主要作品有《B型人说明书》、《A型人说明书》、《AB型人说明书》、《O型人说明书》。
5,西厢记,https://book.douban.com/subject/1016631/,8.5,9575, ,王实甫,人民文学出版社, ,张燕瑾 校注,1998-04,372,15.90,平装,中国古典文学读本丛书,9787020021635,《西厢记》的剧情直接取材于金代董解元的《西厢记诸宫调》。王实甫的《西厢记》以《西厢记诸宫调》为基础，在一些关键的地方作了修改，从而弥补了原作的缺陷。这主要表现在：一方面删减了许多不必要的枝叶和臃肿部分，使结构更加完整，情节更加集中；另一方面，也是更重要的，是让剧中人物更明确地坚守各自的立场——老夫人在严厉监管女儿、坚决反对崔、张的自由结合、维持“相国家谱”的清白与尊贵上毫不松动，张生和莺莺在追求爱情的满足上毫不让步，他们加上红娘为一方与老夫人一方的矛盾冲突于是变得更加激烈。这样，不仅增加了剧情的紧张性和吸引力，也使得全剧的主题更为突出、人物形象更为鲜明。再加上它的优美而极富于表现力的语言，使得这一剧本成为精致的典范之作。 《西厢记》通常被评价为一部“反封建礼教”的作品，这当然不错。但同时它也有一个显著的特点，是作者很少从观念的冲突上着笔，而是直接切入生活本身，来描绘青年男女对自由的爱情的渴望，情与欲的不可遏制和正当合理，以及青年人的生活愿望与出于势利考虑的家长意志之间的冲突。 可以说，作者把反对礼教的主题充分生活化了。像一开场莺莺所唱的一段《赏花时幺篇》： 可正是人值残春蒲郡东，门掩重关萧寺中。花落水流红，闲愁万种，无语怨东风。 写出了生活在压抑中的女性的青春苦闷和莫名的惆怅，在这背后，则存在着她那非出于己愿的婚约的阴影。而张生初见莺莺时所唱的一段《元和令》： 颠不剌的见了万千，似这般可喜娘的庞儿罕曾见。只教人眼花撩乱口难言，魂灵儿飞在半天。他那里尽人调戏亸着香肩，只将花笑捻。 更是非常直率甚至是放肆地表述了男子对于美丽女性出于天然的渴望与倾慕，以及女子对这种渴慕的自然回应。这里并没有也不需要多少深刻的思想，而是在人物自然天性的基础上大胆地表现出青年男女之间一见钟情的爱悦，而引起读者或观众的共鸣。在经过一番艰难曲折之后，作者以舞台上的胜利，给仍然生活在压抑中的人们以一种心理的满足。虽然这种胜利不得不以剧中冲突双方的妥协、矛盾的消解为代价，以男主人公中进士然后完婚的陈旧的大团圆模式来完成，但毕竟是张扬了受抑制的情和欲的权力，表达了“愿天下有情的都成了眷属”的美好愿望；从而对封建道德教条的某些方面造成有力的冲击。 《西厢记》以很高的艺术水平来展现一个美丽的爱情故事，使得它格外动人。 从剧情来说，由于《西厢记》是一部多本戏，加上关目的布置又很巧妙，写得波澜起伏，矛盾冲突环环相扣。从一开始崔、张邂逅于普救寺而彼此相慕，就陷入一种困境；而后孙飞虎兵围普救寺，张生在老夫人许婚的条件下飞书解围，似乎使这一矛盾得到解决；然而紧接着又是老夫人赖婚，再度形成困境。此后崔、张在红娘的帮助下暗相沟通，却又因莺莺的疑惧而好事多磨，使张生病卧相思床，眼见得好梦成空；忽然莺莺夜访，两人私自同居，出现爱情的高潮。此后幽情败露，老夫人发威大怒，又使剧情变得紧张；而红娘据理力争并抓住老夫人的弱点加以要挟，使得她不得不认可既成事实，矛盾似乎又得到解决。然而老夫人提出相府不招“白衣女婿”的附加条件，又迫使张生赴考，造成有情人的伤感别离。在可能是后人续作的第五本中，直到大团圆之前，还出现同莺莺原有婚约的郑恒的骗婚，再度横生枝节。这样山重水复、萦回曲折的复杂情节，是一般短篇杂剧不可能具有的。它不仅使得故事富于变化、情趣浓厚，而且经过不断的磨难，使得主人公的爱情不断得到强化和淋漓尽致的表现。 剧中主要人物张生、崔莺莺、红娘，各自都有鲜明的个性，而且彼此衬托，相映成辉；在这部多本的杂剧中，各本由不同的人物主唱，有时一本中有几个人的唱，这也为通过剧中人物的抒情塑造形象提供了便利。 张生的性格，是轻狂兼有诚实厚道，洒脱兼有迂腐可笑。 这个人物身上带有元初像关汉卿、王实甫这些落拓文人的“成色”，又反映出元代社会中市民阶层对儒生的含有同情的嘲笑。他同剧中所赋予的家世身份不尽相符，却显然是按照市民社会的趣味塑造出来的。在后代民间传说中唐伯虎一类人物形象的身上，还可以看到他的影子。张生在《西厢记》中，是矛盾的主动挑起者，表现出对于幸福的爱情的直率而强烈的追求。他的大胆妄为，反映出社会心理中被视为“邪恶”而受抑制的成分的蠢动；他的一味痴情、刻骨相思，又使他符合于浪漫的爱情故事所需要的道德观而显得可爱。 崔莺莺在元稹《莺莺传》中已具备一定的性格特点，到了董解元《西厢记诸宫调》中，她的性格有了进一步的发展，人物形象开始变得鲜明起来。但这一人物形象仍然描写得不够细致，甚至有些前后矛盾。如一开始她已经和张生以诗唱和，间接表达了彼此爱慕之心，但当张生进一步以情诗相赠时，却在心中骂他“淫滥如猪狗”，这虽然也可以解释，但至少在分寸上是掌握得不准确的。到了《西厢记》中，莺莺的形象得到了相当精细的刻画，她的性格显得更为明朗而又丰富。在作者笔下，莺莺始终渴望着自由的爱情，并且一直对张生抱有好感。只是她受着家庭的严厉压制和名门闺秀身份的约束，又疑惧被母亲派来监视她的红娘，所以她总是若进若退地试探获得爱情的可能，并常常在似乎是彼此矛盾的状态中行动：一会儿眉目传情，一会儿装腔作势；才寄书相约，随即赖个精光……。因为她的这种性格特点，剧情变得十分复杂。但是，她终于以大胆的私奔打破了疑惧和矛盾心理，显示人类的天性在抑制中反而会变得更强烈。这一形象较之在诸宫调中，显得更加可信和可爱了。而作者以赞赏的眼光看待女性对爱情的主动追求，使得这个剧本更有生气和光彩。 红娘在《西厢记》中所占笔墨的比例较《西厢记诸宫调》又有大幅度的增加，而成为全剧中一个非常重要的角色。 她在剧中只是一个婢女身份，却又是剧中最活跃、最令人喜爱的人物。她机智聪明，热情泼辣，又富于同情心，常在崔、张的爱情处在困境的时候，以其特有的机警使矛盾获得解决。 她代表着健康的生命，富有生气，并因此而充满自信。所以这个小小奴婢，却老是处在居高临下的地位上，无论张生的酸腐、莺莺的矫情，还是老夫人的固执蛮横，都逃不脱她的讽刺、挖苦乃至严辞驳斥。她不受任何教条的约束，世上什么道理都能变成对她有利的道理。所以她的道学语汇用得最多，一会儿讲“礼”，一会儿讲“信”，周公孔孟，头头是道，却无不是为己所用。这个人物形象固然有些理想化的成分，却又有一定的现实性。在她身上反映着市井社会的人生态度，而市井人物本来受传统教条的束缚较少，他们对各种“道理”的取舍，也更多地是从实际利害上考虑的。,
6,尘埃落定,https://book.douban.com/subject/1200842/,8.7,12379, ,阿来,人民文学出版社, , ,2005-1,382,21.00,平装,茅盾文学奖获奖作品全集,9787020049394,一个声势显赫的康巴藏族土司，在酒后和汉族太太生了一个傻瓜儿子。这个人人都认定的傻子与现实生活格格不入，却有着超时代的予感和举止，成为土司制度兴衰的见证人。小说故事精彩曲折动人，以饱含激情的笔墨，超然物外的审神目光，展现了浓郁的民族风情和土司制度的浪漫神秘。,阿来，藏族，1959年生于四川北部藏区马尔康县，现任《科幻世界》杂志社社长、总编辑。著有长篇小说《尘埃落定》，小说集《旧年的血迹》《月光下银匠》，长篇地理散文《大地的阶梯》，散文集《就这样日益在丰盈》，诗集《梭磨河》等。《尘埃落定》，1988年3月人民文学出版社初版。
7,格列佛游记,https://book.douban.com/subject/1010898/,7.7,12085,英,乔纳森·斯威夫特,译林出版社, ,杨昊成,1995-12,213,8.50,平装, ,9787805674544,小说通过里梅尔·格列佛船长之口，叙述了周游四国的奇特经历。但仔细体会，却处处揭露着英国社会的黑暗现实，并寄寓着作者的理想。 虽然格列佛起初以为小人国与英国毫不相像，但实际上小人国却是英国的写照。透过那似是荒谬的逻辑，我们看到的是：国王比他的臣民只高出一个指甲，却狂妄地自命为头顶天的宇宙统治者，以其无常的喜怒决定老百姓的命运。官吏们也无需德才兼备，只要跳绳跳得高，就可得到高官厚禄。 小人国的两党以鞋跟高矮为区分标志，这里影射的是当年英国的托利党（即保守党的前身）和辉格党（后来发展成自由党）两党政治；而吃鸡蛋时是从大头敲开还是从小头敲开，则指的是天主教与新教（亦称清教，即加尔文教派）之间关于教会仪式的无稽之争。为了这一区区争端，竟导致了小人国的内战，甚至殃及邻国。由于小人国里的警察制度和诬告成风，格列佛不得不逃离那里。 大人国的人无论体力还是理智都超过了那群“小人”；大人国里实行的是理想化的、有教养的君主政体，国王贤明而正直，经常关怀臣民，法律也是自由和福利的保障。 在大人国国王的要求下，格列佛向他介绍了英国的社会及制度，他的溢美之词在国王的追问下破绽百出。国王对英国存在的营私舞弊、侵略战争和法律不公大加指责，并指出其原因就在于人心的卑劣自私。 飞岛国的科学家脱离人民与实际，从事不着边际的“科学研究”，尤其是对属地的居民，更采取残暴的手段：稍有叛逆，就将飞岛驾临上空，阻隔阳光，或降落到其国土上，将居民碾压成粉。这里揭露的正是英国对爱尔兰的殖民统治。 格列佛还到了一个魔术家的国度，在那里回溯了古罗马的政治，对比了英国制度。此时，他的思想已从支持君主政体变为拥护共和了。不过，他还只是赞美处于“自然状态”下的宗法社会。 如果这种看法还属于“浪漫的倒退”的话，格列佛对智马国的描述，则指出了文明社会对于人类的腐蚀，表明只有生活在自然状态下的人，才是纯洁高尚的。这一观点后来被法国的卢梭发扬光大，成为浪漫主义文学的发端。 智马国的居民分为状似野兽的“雅虎”和有智慧、会说话的智马两类。“雅虎”代表了人类的贪欲和败坏，而智马则生活在原始的善良社会。不言而喻，如果人类堕落下去，将与动物无异，那是多么可悲啊！ 斯威夫特生活的时代是由培根开创的实验科学和牛顿奠定的古典力学方兴未艾之际。他笔下的小人国和大人国虽是虚构的，但其居民身高分别是正常人类的十二分之一和十二倍。那里的一切建筑和器物，都具有数学比例的准确性，全书结构匀称而明显，这都符合理性思维的要求。,
8,真名实姓,https://book.douban.com/subject/1772786/,8.7,5965,美,弗诺·文奇 等,四川科学技术出版社,True Names,罗布顿珠,2006-2,320,20.00,平装, ,9787536457935,百年科幻史留下无数的经典，这本中从中精选六篇。选定这六篇的理由，不是因为它们出自名家，也不是因为它们获奖，而是因为它们对后来的科幻乃至现实产生了巨大的影响——回顾科幻史，没有人能够回避它们的存在。当然，还有另一个理由：它们从不同的侧面最大程度地呈现了科幻小说独有的魅力，让人读过便永难忘怀。 《过去·现在·未来》，美国的纳特·沙克纳著，单伟健译。 《美国制》，美国的杰·梯·麦金托什著，朱荣键译。 《霜与火》，美国的雷·布雷德伯里著，陈珏译。 《沙王》，美国的乔治·马丁著，凌寒译。 《大机器要停止运转了》，英国的E.M.福斯特著，何明译。 《真名实姓》，美国的弗诺·文奇著，罗布顿珠译。,
9,下楼谈恋爱,https://book.douban.com/subject/1035614/,7.5,3337, ,刘若英,知识出版社, , ,2004-01,155,24.00,平装, ,9787501540495,刘若英刚刚又推出一本新书《下楼谈恋爱》。她在书中讲述了很多身边人的有关爱的故事，也表达出自己想要 谈恋爱的心情。刘若英对个人的感情生活一直处理得相当低调，“孤单代言人”之类的名字紧紧跟随着她。刘 若英回忆她跟张艾嘉合作电影《203040》的时候，张艾嘉在看完影片的第二天，一见她就说：“我觉得你应该 去谈恋爱，你的脸上拍出来都是冷色调，一点也没有女人谈恋爱的甜蜜……”当这些前辈们认为 “缺乏爱情” 是她表现不佳的原因时，刘若英开始胡涂了。她甚至扪心自问：“恋爱？谁不想呢？可是恋爱不是一个人的事 啊！被你们说得那么招之即来，好像下个楼就可以找到对象似的……”于是，《下楼谈恋爱》这个书名就诞生 了。刘若英说：“或者你会说我想谈恋爱想疯了――楼梯在哪里都还不知道，就以为下了楼就搞得定。但我就 是喜欢这个名字。”,刘若英1991年踏入演艺圈，先后以《少女小渔》、《征婚启事》荣获亚太影展最佳女主角奖。出演电视剧《人 间四月天》、《粉红女郎》也深获好评。出版方面，2001年出版的第一本个人著作《一个人的KTV》，不仅推出 后荣登台湾畅销书排行榜，在大陆受到热烈欢迎。
